2024-04-14 16:40:44,dev000,100,None,None,None
2024-04-14 16:40:44,dev001,100,None,None,None
2024-04-14 16:40:44,dev002,100,None,None,None
2024-04-14 16:40:44,dev003,100,None,None,None
2024-04-14 16:40:44,dev004,100,None,None,None
2024-04-14 16:40:44,dev005,100,None,None,None
2024-04-14 16:40:44,dev006,100,None,None,None
2024-04-14 16:40:44,dev007,100,None,None,None
2024-04-14 16:40:44,dev008,100,None,None,None
2024-04-14 16:40:44,dev009,100,None,None,None
2024-04-14 16:41:51,dev002,98.4,None,None,None
2024-04-14 16:41:51,dev006,97.7,None,None,None
2024-04-14 16:41:51,dev003,99.49230769230769,None,None,None
2024-04-14 16:41:51,dev001,98.05454545454546,None,None,None
2024-04-14 16:41:51,dev004,99.0,None,None,None
2024-04-14 16:41:51,dev000,98.26666666666667,None,None,None
2024-04-14 16:41:51,dev005,99.13333333333334,None,None,None
2024-04-14 16:41:51,dev008,97.6,None,None,None
2024-04-14 16:41:51,dev009,98.54285714285714,None,None,None
2024-04-14 16:41:51,dev007,99.01290322580645,None,None,None
