2024-04-23 18:07:47,d8:3a:dd:90:ee:38,100.0,35.3,3.9,43.0
2024-04-23 18:07:49,d8:3a:dd:90:ee:62,100.0,35.3,6.6,43.0
2024-04-23 18:08:47,d8:3a:dd:90:ee:38,100.0,35.5,7.0,51.0
2024-04-23 18:08:49,d8:3a:dd:90:ee:62,100.0,35.2,4.8,49.0
2024-04-23 18:09:49,d8:3a:dd:90:ee:62,100.0,35.5,7.4,47.0
2024-04-23 18:09:47,d8:3a:dd:90:ee:38,100.0,35.5,5.2,48.0
2024-04-23 18:10:47,d8:3a:dd:90:ee:38,100.0,35.7,4.6,45.0
2024-04-23 18:10:49,d8:3a:dd:90:ee:62,100.0,35.7,5.9,45.0
2024-04-23 18:11:47,d8:3a:dd:90:ee:38,100.0,35.9,8.5,43.0
2024-04-23 18:11:49,d8:3a:dd:90:ee:62,100.0,35.9,4.4,43.0
2024-04-23 18:12:47,d8:3a:dd:90:ee:38,100.0,36.0,6.8,42.0
2024-04-23 18:12:49,d8:3a:dd:90:ee:62,100.0,36.0,5.8,42.0
2024-04-23 18:13:47,d8:3a:dd:90:ee:38,100.0,36.2,3.8,42.0
2024-04-23 18:13:49,d8:3a:dd:90:ee:62,100.0,36.3,5.2,42.0
2024-04-23 18:14:49,d8:3a:dd:90:ee:62,100.0,36.3,3.9,42.0
2024-04-23 18:14:47,d8:3a:dd:90:ee:38,100.0,36.4,8.1,41.0
2024-04-23 18:15:47,d8:3a:dd:90:ee:38,100.0,36.6,6.4,41.0
2024-04-23 18:15:49,d8:3a:dd:90:ee:62,100.0,36.6,5.2,41.0
2024-04-23 18:16:47,d8:3a:dd:90:ee:38,100.0,36.5,6.0,41.0
2024-04-23 18:16:49,d8:3a:dd:90:ee:62,100.0,36.5,3.9,41.0
2024-04-23 18:17:47,d8:3a:dd:90:ee:38,100.0,36.6,4.3,40.0
2024-04-23 18:17:49,d8:3a:dd:90:ee:62,100.0,36.6,6.4,41.0
2024-04-23 18:18:47,d8:3a:dd:90:ee:38,100.0,36.8,4.0,40.0
2024-04-23 18:18:49,d8:3a:dd:90:ee:62,100.0,36.8,4.5,40.0
2024-04-23 18:19:47,d8:3a:dd:90:ee:38,100.0,37.0,5.7,41.0
2024-04-23 18:19:49,d8:3a:dd:90:ee:62,100.0,37.0,4.5,41.0
2024-04-23 18:20:49,d8:3a:dd:90:ee:62,100.0,37.3,4.6,41.0
2024-04-23 18:20:47,d8:3a:dd:90:ee:38,100.0,37.3,7.0,40.0
2024-04-23 18:21:47,d8:3a:dd:90:ee:38,100.0,37.4,5.9,45.0
2024-04-23 18:21:49,d8:3a:dd:90:ee:62,100.0,37.5,4.8,40.0
2024-04-23 18:22:47,d8:3a:dd:90:ee:38,100.0,37.6,4.6,40.0
2024-04-23 18:22:49,d8:3a:dd:90:ee:62,100.0,37.6,5.3,42.0
2024-04-23 18:23:47,d8:3a:dd:90:ee:38,100.0,37.8,4.2,40.0
2024-04-23 18:23:49,d8:3a:dd:90:ee:62,100.0,37.8,3.5,40.0
2024-04-23 18:24:49,d8:3a:dd:90:ee:62,100.0,38.0,4.7,39.0
2024-04-23 18:24:47,d8:3a:dd:90:ee:38,100.0,38.0,6.8,42.0
2024-04-23 18:25:49,d8:3a:dd:90:ee:62,100.0,38.2,5.3,39.0
2024-04-23 18:25:47,d8:3a:dd:90:ee:38,100.0,38.2,4.0,39.0
2024-04-23 18:26:47,d8:3a:dd:90:ee:38,100.0,38.3,4.1,39.0
2024-04-23 18:26:49,d8:3a:dd:90:ee:62,100.0,38.3,4.3,39.0
2024-04-23 18:27:47,d8:3a:dd:90:ee:38,100.0,38.3,5.2,40.0
2024-04-23 18:27:49,d8:3a:dd:90:ee:62,100.0,38.4,4.0,39.0
2024-04-23 18:28:47,d8:3a:dd:90:ee:38,100.0,38.3,4.8,39.0
2024-04-23 18:28:49,d8:3a:dd:90:ee:62,100.0,38.3,5.9,39.0
2024-04-23 18:29:47,d8:3a:dd:90:ee:38,100.0,38.3,6.4,39.0
