rr,0,8,8,8,174.184
random,0,8,8,8,175.149
cc,0,8,8,8,160.909
rr,1,8,12,8,248.34850000000003
random,1,8,12,8,244.86350000000002
cc,1,8,12,8,183.20350000000002
rr,2,8,10,8,233.897
random,2,8,10,8,230.982
cc,2,8,10,8,153.697
rr,3,8,5,8,137.20250000000001
random,3,8,5,8,139.0825
cc,3,8,5,8,103.01249999999999
rr,4,8,5,8,192.8105
random,4,8,5,8,186.6605
cc,4,8,5,8,129.7905
rr,5,8,12,8,149.89000000000001
random,5,8,12,8,150.055
cc,5,8,12,8,131.06500000000003
rr,6,8,11,8,311.048
random,6,8,11,8,286.75800000000004
cc,6,8,11,8,239.633
rr,7,8,11,8,188.1585
random,7,8,11,8,189.03350000000003
cc,7,8,11,8,147.0885
rr,8,8,11,8,157.241
random,8,8,11,8,156.796
cc,8,8,11,8,131.536
rr,9,8,12,8,255.63
random,9,8,12,8,245.52000000000004
cc,9,8,12,8,168.485
rr,10,8,15,8,204.7995
random,10,8,15,8,199.2445
cc,10,8,15,8,148.73950000000002
rr,11,8,3,8,86.55799999999999
random,11,8,3,8,86.50800000000001
cc,11,8,3,8,73.44800000000001
rr,12,8,11,8,98.0975
random,12,8,11,8,98.2625
cc,12,8,11,8,96.6825
rr,13,8,12,8,300.50700000000006
random,13,8,12,8,290.30699999999996
cc,13,8,12,8,201.15200000000004
rr,14,8,14,8,453.1175
random,14,8,14,8,435.2925
cc,14,8,14,8,278.42750000000007
rr,15,8,4,8,166.2125
random,15,8,4,8,171.19750000000002
cc,15,8,4,8,150.6275
rr,16,8,11,8,214.94600000000003
random,16,8,11,8,207.37599999999998
cc,16,8,11,8,141.701
rr,17,8,5,8,178.78249999999997
random,17,8,5,8,169.8025
cc,17,8,5,8,132.3425
rr,18,8,3,8,179.043
random,18,8,3,8,150.883
cc,18,8,3,8,132.168
rr,19,8,9,8,198.162
random,19,8,9,8,198.67200000000003
cc,19,8,9,8,160.202
rr,20,8,6,8,322.55899999999997
random,20,8,6,8,308.76900000000006
cc,20,8,6,8,215.92400000000004
rr,21,8,3,8,214.82150000000001
random,21,8,3,8,213.5765
cc,21,8,3,8,233.5665
rr,22,8,9,8,325.259
random,22,8,9,8,266.159
cc,22,8,9,8,265.884
rr,23,8,9,8,204.09399999999997
random,23,8,9,8,207.484
cc,23,8,9,8,155.94899999999998
rr,24,8,5,8,156.263
random,24,8,5,8,156.308
cc,24,8,5,8,141.013
rr,25,8,7,8,243.17999999999998
random,25,8,7,8,224.68
cc,25,8,7,8,208.01
rr,26,8,3,8,157.575
random,26,8,3,8,158.29500000000002
cc,26,8,3,8,123.07000000000001
rr,27,8,9,8,239.54
random,27,8,9,8,242.98000000000002
cc,27,8,9,8,183.38
rr,28,8,15,8,161.08999999999997
random,28,8,15,8,161.055
cc,28,8,15,8,130.51999999999998
rr,29,8,12,8,259.9315
random,29,8,12,8,262.0615
cc,29,8,12,8,190.3065
