rr,0,8,8,8,198.39150000000004
random,0,8,8,8,197.9665
cc,0,8,8,8,191.21149999999997
rr,1,8,8,8,326.376
random,1,8,8,8,326.68600000000004
cc,1,8,8,8,313.37100000000004
rr,2,8,8,8,474.5
random,2,8,8,8,480.43500000000006
cc,2,8,8,8,368.92
rr,3,8,8,8,280.5775
random,3,8,8,8,280.3975
cc,3,8,8,8,238.52249999999998
rr,4,8,8,8,359.9865
random,4,8,8,8,363.0765
cc,4,8,8,8,306.07649999999995
rr,5,8,8,8,259.9095
random,5,8,8,8,262.0445
cc,5,8,8,8,270.0445
rr,6,8,8,8,358.573
random,6,8,8,8,362.83299999999997
cc,6,8,8,8,374.733
rr,7,8,8,8,288.26700000000005
random,7,8,8,8,289.082
cc,7,8,8,8,273.137
rr,8,8,8,8,166.3935
random,8,8,8,8,166.51850000000002
cc,8,8,8,8,161.5735
rr,9,8,8,8,193.0395
random,9,8,8,8,193.4345
cc,9,8,8,8,168.8995
rr,10,8,8,8,267.828
random,10,8,8,8,267.818
cc,10,8,8,8,232.968
rr,11,8,8,8,329.099
random,11,8,8,8,331.679
cc,11,8,8,8,291.169
rr,12,8,8,8,310.1525
random,12,8,8,8,310.4775
cc,12,8,8,8,269.52250000000004
rr,13,8,8,8,429.9605
random,13,8,8,8,448.17049999999995
cc,13,8,8,8,467.8605
rr,14,8,8,8,300.54949999999997
random,14,8,8,8,304.8645
cc,14,8,8,8,332.81449999999995
rr,15,8,8,8,274.613
random,15,8,8,8,275.648
cc,15,8,8,8,256.803
rr,16,8,8,8,443.307
random,16,8,8,8,449.812
cc,16,8,8,8,391.992
rr,17,8,8,8,304.2585
random,17,8,8,8,325.43850000000003
cc,17,8,8,8,321.8935
rr,18,8,8,8,341.84800000000007
random,18,8,8,8,342.223
cc,18,8,8,8,351.568
rr,19,8,8,8,403.2925
random,19,8,8,8,413.76750000000004
cc,19,8,8,8,509.27250000000004
rr,20,8,8,8,176.20300000000003
random,20,8,8,8,176.44799999999998
cc,20,8,8,8,170.293
rr,21,8,8,8,195.005
random,21,8,8,8,197.355
cc,21,8,8,8,187.70000000000002
rr,22,8,8,8,200.1275
random,22,8,8,8,200.8375
cc,22,8,8,8,195.9775
rr,23,8,8,8,170.443
random,23,8,8,8,170.678
cc,23,8,8,8,143.948
rr,24,8,8,8,397.0485
random,24,8,8,8,398.04850000000005
cc,24,8,8,8,321.2135
rr,25,8,8,8,264.9855
random,25,8,8,8,265.28549999999996
cc,25,8,8,8,239.1855
rr,26,8,8,8,209.23600000000005
random,26,8,8,8,209.781
cc,26,8,8,8,206.64600000000002
rr,27,8,8,8,373.07149999999996
random,27,8,8,8,374.51649999999995
cc,27,8,8,8,278.0865
rr,28,8,8,8,224.63
random,28,8,8,8,224.76000000000002
cc,28,8,8,8,215.585
rr,29,8,8,8,434.39250000000004
random,29,8,8,8,439.8775
cc,29,8,8,8,316.38750000000005
