frame.number,frame.time,ip.src,ip.dst,tcp.srcport,tcp.dstport,udp.srcport,udp.dstport,icmp.type,icmp.code,frame.len,_ws.col.protocol,_ws.col.info
6175,Apr 21, 2024 13:26:16.932010000 EDT,127.0.0.1,127.0.0.1,47771,1887,,,,,65549,TCP,47771 → 1887 [ACK] Seq=65504248 Ack=642 Win=512 Len=65483 TSval=3720056190 TSecr=3720052238
6176,Apr 21, 2024 13:26:16.973369000 EDT,127.0.0.1,127.0.0.1,47771,1887,,,,,65549,TCP,47771 → 1887 [ACK] Seq=65569731 Ack=642 Win=512 Len=65483 TSval=3720056232 TSecr=3720056232
6177,Apr 21, 2024 13:26:16.973450000 EDT,127.0.0.1,127.0.0.1,47771,1887,,,,,65549,TCP,47771 → 1887 [ACK] Seq=65635214 Ack=642 Win=512 Len=65483 TSval=3720056232 TSecr=3720056232
6178,Apr 21, 2024 13:26:16.973501000 EDT,127.0.0.1,127.0.0.1,47771,1887,,,,,65549,TCP,47771 → 1887 [ACK] Seq=65700697 Ack=642 Win=512 Len=65483 TSval=3720056232 TSecr=3720056232
6179,Apr 21, 2024 13:26:16.973545000 EDT,127.0.0.1,127.0.0.1,47771,1887,,,,,65549,TCP,47771 → 1887 [ACK] Seq=65766180 Ack=642 Win=512 Len=65483 TSval=3720056232 TSecr=3720056232
6180,Apr 21, 2024 13:26:16.973583000 EDT,127.0.0.1,127.0.0.1,47771,1887,,,,,65549,TCP,47771 → 1887 [ACK] Seq=65831663 Ack=642 Win=512 Len=65483 TSval=3720056232 TSecr=3720056232
6181,Apr 21, 2024 13:26:16.973600000 EDT,127.0.0.1,127.0.0.1,55009,1887,,,,,65549,TCP,55009 → 1887 [ACK] Seq=29067183 Ack=251 Win=512 Len=65483 TSval=3720056232 TSecr=3720056232
6182,Apr 21, 2024 13:26:16.973618000 EDT,127.0.0.1,127.0.0.1,47771,1887,,,,,65549,TCP,47771 → 1887 [ACK] Seq=65897146 Ack=642 Win=512 Len=65483 TSval=3720056232 TSecr=3720056232
6183,Apr 21, 2024 13:26:16.973646000 EDT,127.0.0.1,127.0.0.1,47771,1887,,,,,41700,TCP,47771 → 1887 [PSH, ACK] Seq=65962629 Ack=642 Win=512 Len=41634 TSval=3720056232 TSecr=3720056232
6184,Apr 21, 2024 13:26:16.973669000 EDT,127.0.0.1,127.0.0.1,55009,1887,,,,,65549,TCP,55009 → 1887 [ACK] Seq=29132666 Ack=251 Win=512 Len=65483 TSval=3720056232 TSecr=3720056232
6185,Apr 21, 2024 13:26:16.973715000 EDT,127.0.0.1,127.0.0.1,55009,1887,,,,,65549,TCP,55009 → 1887 [ACK] Seq=29198149 Ack=251 Win=512 Len=65483 TSval=3720056232 TSecr=3720056232
6186,Apr 21, 2024 13:26:16.973753000 EDT,127.0.0.1,127.0.0.1,55009,1887,,,,,65549,TCP,55009 → 1887 [ACK] Seq=29263632 Ack=251 Win=512 Len=65483 TSval=3720056232 TSecr=3720056232
6187,Apr 21, 2024 13:26:16.973950000 EDT,127.0.0.1,127.0.0.1,55009,1887,,,,,65549,TCP,[TCP Previous segment not captured] 55009 → 1887 [ACK] Seq=29567198 Ack=251 Win=512 Len=65483 TSval=3720056232 TSecr=3720056232
6188,Apr 21, 2024 13:26:16.973999000 EDT,127.0.0.1,127.0.0.1,55009,1887,,,,,65549,TCP,55009 → 1887 [ACK] Seq=29632681 Ack=251 Win=512 Len=65483 TSval=3720056232 TSecr=3720056232
6189,Apr 21, 2024 13:26:16.974045000 EDT,127.0.0.1,127.0.0.1,55009,1887,,,,,65549,TCP,55009 → 1887 [ACK] Seq=29698164 Ack=251 Win=512 Len=65483 TSval=3720056232 TSecr=3720056232
6190,Apr 21, 2024 13:26:16.974156000 EDT,127.0.0.1,127.0.0.1,55009,1887,,,,,41700,TCP,[TCP Previous segment not captured] 55009 → 1887 [PSH, ACK] Seq=29960096 Ack=251 Win=512 Len=41634 TSval=3720056232 TSecr=3720056232
6191,Apr 21, 2024 13:26:16.974207000 EDT,127.0.0.1,127.0.0.1,53923,1887,,,,,65549,TCP,53923 → 1887 [ACK] Seq=35068780 Ack=384 Win=512 Len=65483 TSval=3720056233 TSecr=3720056232
6192,Apr 21, 2024 13:26:16.974274000 EDT,127.0.0.1,127.0.0.1,53923,1887,,,,,65549,TCP,53923 → 1887 [ACK] Seq=35134263 Ack=384 Win=512 Len=65483 TSval=3720056233 TSecr=3720056233
6193,Apr 21, 2024 13:26:16.974358000 EDT,127.0.0.1,127.0.0.1,53923,1887,,,,,65549,TCP,[TCP Previous segment not captured] 53923 → 1887 [ACK] Seq=35265229 Ack=384 Win=512 Len=65483 TSval=3720056233 TSecr=3720056233
6194,Apr 21, 2024 13:26:16.974626000 EDT,127.0.0.1,127.0.0.1,1887,40147,,,,,65549,TCP,[TCP Previous segment not captured] 1887 → 40147 [ACK] Seq=25500768 Ack=207 Win=512 Len=65483 TSval=3720056233 TSecr=3720030236
6195,Apr 21, 2024 13:26:16.974677000 EDT,127.0.0.1,127.0.0.1,1887,40147,,,,,65549,TCP,[TCP Previous segment not captured] 1887 → 40147 [ACK] Seq=25631734 Ack=207 Win=512 Len=65483 TSval=3720056233 TSecr=3720030236
6196,Apr 21, 2024 13:26:16.974875000 EDT,127.0.0.1,127.0.0.1,1887,54727,,,,,65549,TCP,1887 → 54727 [ACK] Seq=83002493 Ack=671 Win=512 Len=65483 TSval=3720056233 TSecr=3720054234
6197,Apr 21, 2024 13:26:16.974970000 EDT,127.0.0.1,127.0.0.1,1887,54727,,,,,65549,TCP,[TCP Previous segment not captured] 1887 → 54727 [ACK] Seq=83264425 Ack=671 Win=512 Len=65483 TSval=3720056233 TSecr=3720054234
6198,Apr 21, 2024 13:26:16.975099000 EDT,127.0.0.1,127.0.0.1,1887,49997,,,,,65549,TCP,[TCP Previous segment not captured] 1887 → 49997 [ACK] Seq=112503378 Ack=903 Win=512 Len=65483 TSval=3720056233 TSecr=3720054236
6199,Apr 21, 2024 13:26:16.975167000 EDT,127.0.0.1,127.0.0.1,1887,49997,,,,,65549,TCP,[TCP Previous segment not captured] 1887 → 49997 [ACK] Seq=112699827 Ack=903 Win=512 Len=65483 TSval=3720056233 TSecr=3720054236
6200,Apr 21, 2024 13:26:16.975236000 EDT,127.0.0.1,127.0.0.1,1887,49997,,,,,41700,TCP,[TCP Previous segment not captured] 1887 → 49997 [PSH, ACK] Seq=112961759 Ack=903 Win=512 Len=41634 TSval=3720056234 TSecr=3720054236
6201,Apr 21, 2024 13:26:16.975469000 EDT,127.0.0.1,127.0.0.1,1887,40147,,,,,65549,TCP,[TCP Previous segment not captured] 1887 → 40147 [ACK] Seq=26000783 Ack=207 Win=512 Len=65483 TSval=3720056234 TSecr=3720056234
6202,Apr 21, 2024 13:26:16.975495000 EDT,127.0.0.1,127.0.0.1,1887,40147,,,,,65549,TCP,1887 → 40147 [ACK] Seq=26066266 Ack=207 Win=512 Len=65483 TSval=3720056234 TSecr=3720056234
6203,Apr 21, 2024 13:26:16.975520000 EDT,127.0.0.1,127.0.0.1,1887,40147,,,,,65549,TCP,1887 → 40147 [ACK] Seq=26131749 Ack=207 Win=512 Len=65483 TSval=3720056234 TSecr=3720056234
6204,Apr 21, 2024 13:26:16.975544000 EDT,127.0.0.1,127.0.0.1,1887,40147,,,,,65549,TCP,1887 → 40147 [ACK] Seq=26197232 Ack=207 Win=512 Len=65483 TSval=3720056234 TSecr=3720056234
6205,Apr 21, 2024 13:26:16.975570000 EDT,127.0.0.1,127.0.0.1,1887,40147,,,,,65549,TCP,1887 → 40147 [ACK] Seq=26262715 Ack=207 Win=512 Len=65483 TSval=3720056234 TSecr=3720056234
6206,Apr 21, 2024 13:26:16.975596000 EDT,127.0.0.1,127.0.0.1,1887,40147,,,,,65549,TCP,1887 → 40147 [ACK] Seq=26328198 Ack=207 Win=512 Len=65483 TSval=3720056234 TSecr=3720056234
6207,Apr 21, 2024 13:26:16.975622000 EDT,127.0.0.1,127.0.0.1,1887,40147,,,,,65549,TCP,1887 → 40147 [ACK] Seq=26393681 Ack=207 Win=512 Len=65483 TSval=3720056234 TSecr=3720056234
6208,Apr 21, 2024 13:26:16.975643000 EDT,127.0.0.1,127.0.0.1,1887,40147,,,,,41700,TCP,1887 → 40147 [PSH, ACK] Seq=26459164 Ack=207 Win=512 Len=41634 TSval=3720056234 TSecr=3720056234
6209,Apr 21, 2024 13:26:16.975869000 EDT,127.0.0.1,127.0.0.1,1887,54727,,,,,65549,TCP,[TCP Previous segment not captured] 1887 → 54727 [ACK] Seq=83502508 Ack=671 Win=512 Len=65483 TSval=3720056234 TSecr=3720054234
6210,Apr 21, 2024 13:26:16.975897000 EDT,127.0.0.1,127.0.0.1,1887,54727,,,,,65549,TCP,1887 → 54727 [ACK] Seq=83567991 Ack=671 Win=512 Len=65483 TSval=3720056234 TSecr=3720054234
6211,Apr 21, 2024 13:26:16.976050000 EDT,127.0.0.1,127.0.0.1,1887,49997,,,,,65549,TCP,1887 → 49997 [ACK] Seq=113003393 Ack=903 Win=512 Len=65483 TSval=3720056234 TSecr=3720054236
6212,Apr 21, 2024 13:26:16.976078000 EDT,127.0.0.1,127.0.0.1,1887,49997,,,,,65549,TCP,1887 → 49997 [ACK] Seq=113068876 Ack=903 Win=512 Len=65483 TSval=3720056234 TSecr=3720054236
6213,Apr 21, 2024 13:26:16.976375000 EDT,127.0.0.1,127.0.0.1,1887,57115,,,,,65549,TCP,1887 → 57115 [ACK] Seq=50501518 Ack=407 Win=512 Len=65483 TSval=3720056235 TSecr=3720054243
6214,Apr 21, 2024 13:26:16.976403000 EDT,127.0.0.1,127.0.0.1,1887,57115,,,,,65549,TCP,1887 → 57115 [ACK] Seq=50567001 Ack=407 Win=512 Len=65483 TSval=3720056235 TSecr=3720054243
6215,Apr 21, 2024 13:26:16.976430000 EDT,127.0.0.1,127.0.0.1,1887,57115,,,,,65549,TCP,1887 → 57115 [ACK] Seq=50632484 Ack=407 Win=512 Len=65483 TSval=3720056235 TSecr=3720054243
6216,Apr 21, 2024 13:26:16.976460000 EDT,127.0.0.1,127.0.0.1,1887,57115,,,,,65549,TCP,1887 → 57115 [ACK] Seq=50697967 Ack=407 Win=512 Len=65483 TSval=3720056235 TSecr=3720054243
6217,Apr 21, 2024 13:26:16.976490000 EDT,127.0.0.1,127.0.0.1,1887,57115,,,,,65549,TCP,1887 → 57115 [ACK] Seq=50763450 Ack=407 Win=512 Len=65483 TSval=3720056235 TSecr=3720054243
6218,Apr 21, 2024 13:26:16.976517000 EDT,127.0.0.1,127.0.0.1,1887,57115,,,,,65549,TCP,1887 → 57115 [ACK] Seq=50828933 Ack=407 Win=512 Len=65483 TSval=3720056235 TSecr=3720054243
6219,Apr 21, 2024 13:26:16.976544000 EDT,127.0.0.1,127.0.0.1,1887,57115,,,,,65549,TCP,1887 → 57115 [ACK] Seq=50894416 Ack=407 Win=512 Len=65483 TSval=3720056235 TSecr=3720054243
6220,Apr 21, 2024 13:26:16.976565000 EDT,127.0.0.1,127.0.0.1,1887,57115,,,,,41700,TCP,1887 → 57115 [PSH, ACK] Seq=50959899 Ack=407 Win=512 Len=41634 TSval=3720056235 TSecr=3720054243
6221,Apr 21, 2024 13:26:16.976670000 EDT,127.0.0.1,127.0.0.1,1887,36619,,,,,65549,TCP,[TCP Previous segment not captured] 1887 → 36619 [ACK] Seq=86502598 Ack=695 Win=512 Len=65483 TSval=3720056235 TSecr=3720054244
6222,Apr 21, 2024 13:26:16.976704000 EDT,127.0.0.1,127.0.0.1,1887,36619,,,,,65549,TCP,1887 → 36619 [ACK] Seq=86568081 Ack=695 Win=512 Len=65483 TSval=3720056235 TSecr=3720054244
6223,Apr 21, 2024 13:26:16.976730000 EDT,127.0.0.1,127.0.0.1,1887,36619,,,,,65549,TCP,1887 → 36619 [ACK] Seq=86633564 Ack=695 Win=512 Len=65483 TSval=3720056235 TSecr=3720054244
6224,Apr 21, 2024 13:26:16.976778000 EDT,127.0.0.1,127.0.0.1,1887,36619,,,,,65549,TCP,[TCP Previous segment not captured] 1887 → 36619 [ACK] Seq=86764530 Ack=695 Win=512 Len=65483 TSval=3720056235 TSecr=3720054244
6225,Apr 21, 2024 13:26:16.979003000 EDT,127.0.0.1,127.0.0.1,1887,54727,,,,,65549,TCP,1887 → 54727 [ACK] Seq=83633474 Ack=671 Win=512 Len=65483 TSval=3720056237 TSecr=3720056237
6226,Apr 21, 2024 13:26:16.979008000 EDT,127.0.0.1,127.0.0.1,1887,54727,,,,,65549,TCP,1887 → 54727 [ACK] Seq=83698957 Ack=671 Win=512 Len=65483 TSval=3720056237 TSecr=3720056237
6227,Apr 21, 2024 13:26:16.979013000 EDT,127.0.0.1,127.0.0.1,1887,54727,,,,,65549,TCP,1887 → 54727 [ACK] Seq=83764440 Ack=671 Win=512 Len=65483 TSval=3720056237 TSecr=3720056237
6228,Apr 21, 2024 13:26:16.979019000 EDT,127.0.0.1,127.0.0.1,1887,54727,,,,,65549,TCP,1887 → 54727 [ACK] Seq=83829923 Ack=671 Win=512 Len=65483 TSval=3720056237 TSecr=3720056237
6229,Apr 21, 2024 13:26:16.979024000 EDT,127.0.0.1,127.0.0.1,1887,54727,,,,,65549,TCP,1887 → 54727 [ACK] Seq=83895406 Ack=671 Win=512 Len=65483 TSval=3720056237 TSecr=3720056237
6230,Apr 21, 2024 13:26:16.979028000 EDT,127.0.0.1,127.0.0.1,1887,54727,,,,,41700,TCP,1887 → 54727 [PSH, ACK] Seq=83960889 Ack=671 Win=512 Len=41634 TSval=3720056237 TSecr=3720056237
6231,Apr 21, 2024 13:26:16.980471000 EDT,127.0.0.1,127.0.0.1,1887,49997,,,,,65549,TCP,1887 → 49997 [ACK] Seq=113134359 Ack=903 Win=512 Len=65483 TSval=3720056239 TSecr=3720056239
6232,Apr 21, 2024 13:26:23.939619000 EDT,127.0.0.1,127.0.0.1,55009,1887,,,,,65549,TCP,55009 → 1887 [ACK] Seq=30001730 Ack=259 Win=512 Len=65483 TSval=3720063198 TSecr=3720056235
6233,Apr 21, 2024 13:26:23.983475000 EDT,127.0.0.1,127.0.0.1,55009,1887,,,,,65549,TCP,55009 → 1887 [ACK] Seq=30067213 Ack=259 Win=512 Len=65483 TSval=3720063242 TSecr=3720063240
6234,Apr 21, 2024 13:26:23.983620000 EDT,127.0.0.1,127.0.0.1,55009,1887,,,,,65549,TCP,55009 → 1887 [ACK] Seq=30132696 Ack=259 Win=512 Len=65483 TSval=3720063242 TSecr=3720063242
6235,Apr 21, 2024 13:26:23.983726000 EDT,127.0.0.1,127.0.0.1,55009,1887,,,,,65549,TCP,55009 → 1887 [ACK] Seq=30198179 Ack=259 Win=512 Len=65483 TSval=3720063242 TSecr=3720063242
6236,Apr 21, 2024 13:26:23.983820000 EDT,127.0.0.1,127.0.0.1,55009,1887,,,,,65549,TCP,55009 → 1887 [ACK] Seq=30263662 Ack=259 Win=512 Len=65483 TSval=3720063242 TSecr=3720063242
6237,Apr 21, 2024 13:26:23.983903000 EDT,127.0.0.1,127.0.0.1,55009,1887,,,,,65549,TCP,55009 → 1887 [ACK] Seq=30329145 Ack=259 Win=512 Len=65483 TSval=3720063242 TSecr=3720063242
6238,Apr 21, 2024 13:26:23.983977000 EDT,127.0.0.1,127.0.0.1,55009,1887,,,,,65549,TCP,55009 → 1887 [ACK] Seq=30394628 Ack=259 Win=512 Len=65483 TSval=3720063242 TSecr=3720063242
6239,Apr 21, 2024 13:26:23.984037000 EDT,127.0.0.1,127.0.0.1,55009,1887,,,,,41700,TCP,55009 → 1887 [PSH, ACK] Seq=30460111 Ack=259 Win=512 Len=41634 TSval=3720063242 TSecr=3720063242
6240,Apr 21, 2024 13:26:23.984811000 EDT,127.0.0.1,127.0.0.1,1887,47285,,,,,65549,TCP,1887 → 47285 [ACK] Seq=14000423 Ack=115 Win=512 Len=65483 TSval=3720063243 TSecr=3720034239
6241,Apr 21, 2024 13:26:23.984873000 EDT,127.0.0.1,127.0.0.1,1887,47285,,,,,65549,TCP,1887 → 47285 [ACK] Seq=14065906 Ack=115 Win=512 Len=65483 TSval=3720063243 TSecr=3720034239
6242,Apr 21, 2024 13:26:23.984923000 EDT,127.0.0.1,127.0.0.1,1887,47285,,,,,65549,TCP,1887 → 47285 [ACK] Seq=14131389 Ack=115 Win=512 Len=65483 TSval=3720063243 TSecr=3720034239
6243,Apr 21, 2024 13:26:23.984971000 EDT,127.0.0.1,127.0.0.1,1887,47285,,,,,65549,TCP,1887 → 47285 [ACK] Seq=14196872 Ack=115 Win=512 Len=65483 TSval=3720063243 TSecr=3720034239
6244,Apr 21, 2024 13:26:23.985018000 EDT,127.0.0.1,127.0.0.1,1887,47285,,,,,65549,TCP,1887 → 47285 [ACK] Seq=14262355 Ack=115 Win=512 Len=65483 TSval=3720063243 TSecr=3720034239
6245,Apr 21, 2024 13:26:23.985059000 EDT,127.0.0.1,127.0.0.1,1887,47285,,,,,65549,TCP,1887 → 47285 [ACK] Seq=14327838 Ack=115 Win=512 Len=65483 TSval=3720063243 TSecr=3720034239
6246,Apr 21, 2024 13:26:23.985101000 EDT,127.0.0.1,127.0.0.1,1887,47285,,,,,65549,TCP,1887 → 47285 [ACK] Seq=14393321 Ack=115 Win=512 Len=65483 TSval=3720063243 TSecr=3720034239
6247,Apr 21, 2024 13:26:23.985139000 EDT,127.0.0.1,127.0.0.1,1887,47285,,,,,41700,TCP,1887 → 47285 [PSH, ACK] Seq=14458804 Ack=115 Win=512 Len=41634 TSval=3720063243 TSecr=3720034239
6248,Apr 21, 2024 13:26:23.985326000 EDT,127.0.0.1,127.0.0.1,1887,34935,,,,,65549,TCP,[TCP Previous segment not captured] 1887 → 34935 [ACK] Seq=33000993 Ack=267 Win=512 Len=65483 TSval=3720063244 TSecr=3720044242
6249,Apr 21, 2024 13:26:23.985382000 EDT,127.0.0.1,127.0.0.1,1887,34935,,,,,65549,TCP,1887 → 34935 [ACK] Seq=33066476 Ack=267 Win=512 Len=65483 TSval=3720063244 TSecr=3720044242
6250,Apr 21, 2024 13:26:23.985433000 EDT,127.0.0.1,127.0.0.1,1887,34935,,,,,65549,TCP,1887 → 34935 [ACK] Seq=33131959 Ack=267 Win=512 Len=65483 TSval=3720063244 TSecr=3720044242
6251,Apr 21, 2024 13:26:29.935025000 EDT,127.0.0.1,127.0.0.1,47771,1887,,,,,65549,TCP,[TCP Previous segment not captured] 47771 → 1887 [ACK] Seq=66004470 Ack=646 Win=512 Len=65483 TSval=3720069193 TSecr=3720056234
6252,Apr 21, 2024 13:26:29.936735000 EDT,127.0.0.1,127.0.0.1,47771,1887,,,,,65549,TCP,47771 → 1887 [ACK] Seq=66069953 Ack=650 Win=512 Len=65483 TSval=3720069195 TSecr=3720069195
6253,Apr 21, 2024 13:26:29.938341000 EDT,127.0.0.1,127.0.0.1,55009,1887,,,,,65549,TCP,[TCP Previous segment not captured] 55009 → 1887 [ACK] Seq=30501952 Ack=267 Win=512 Len=65483 TSval=3720069197 TSecr=3720069195
6254,Apr 21, 2024 13:26:29.977838000 EDT,127.0.0.1,127.0.0.1,47771,1887,,,,,65549,TCP,47771 → 1887 [ACK] Seq=66135436 Ack=650 Win=512 Len=65483 TSval=3720069236 TSecr=3720069236
6255,Apr 21, 2024 13:26:29.977980000 EDT,127.0.0.1,127.0.0.1,47771,1887,,,,,65549,TCP,47771 → 1887 [ACK] Seq=66200919 Ack=650 Win=512 Len=65483 TSval=3720069236 TSecr=3720069236
6256,Apr 21, 2024 13:26:29.978074000 EDT,127.0.0.1,127.0.0.1,47771,1887,,,,,65549,TCP,47771 → 1887 [ACK] Seq=66266402 Ack=650 Win=512 Len=65483 TSval=3720069236 TSecr=3720069236
6257,Apr 21, 2024 13:26:29.978150000 EDT,127.0.0.1,127.0.0.1,47771,1887,,,,,65549,TCP,47771 → 1887 [ACK] Seq=66331885 Ack=650 Win=512 Len=65483 TSval=3720069236 TSecr=3720069236
6258,Apr 21, 2024 13:26:29.978221000 EDT,127.0.0.1,127.0.0.1,47771,1887,,,,,65549,TCP,47771 → 1887 [ACK] Seq=66397368 Ack=650 Win=512 Len=65483 TSval=3720069237 TSecr=3720069236
6259,Apr 21, 2024 13:26:29.978281000 EDT,127.0.0.1,127.0.0.1,47771,1887,,,,,41700,TCP,47771 → 1887 [PSH, ACK] Seq=66462851 Ack=650 Win=512 Len=41634 TSval=3720069237 TSecr=3720069237
6260,Apr 21, 2024 13:26:29.979814000 EDT,127.0.0.1,127.0.0.1,1887,37261,,,,,65549,TCP,1887 → 37261 [ACK] Seq=19000573 Ack=155 Win=512 Len=65483 TSval=3720069238 TSecr=3720044240
6261,Apr 21, 2024 13:26:29.979877000 EDT,127.0.0.1,127.0.0.1,1887,37261,,,,,65549,TCP,1887 → 37261 [ACK] Seq=19066056 Ack=155 Win=512 Len=65483 TSval=3720069238 TSecr=3720044240
6262,Apr 21, 2024 13:26:29.979930000 EDT,127.0.0.1,127.0.0.1,1887,37261,,,,,65549,TCP,1887 → 37261 [ACK] Seq=19131539 Ack=155 Win=512 Len=65483 TSval=3720069238 TSecr=3720044240
6263,Apr 21, 2024 13:26:29.979975000 EDT,127.0.0.1,127.0.0.1,1887,37261,,,,,65549,TCP,1887 → 37261 [ACK] Seq=19197022 Ack=155 Win=512 Len=65483 TSval=3720069238 TSecr=3720044240
6264,Apr 21, 2024 13:26:29.980022000 EDT,127.0.0.1,127.0.0.1,1887,37261,,,,,65549,TCP,1887 → 37261 [ACK] Seq=19262505 Ack=155 Win=512 Len=65483 TSval=3720069238 TSecr=3720044240
6265,Apr 21, 2024 13:26:29.980067000 EDT,127.0.0.1,127.0.0.1,1887,37261,,,,,65549,TCP,1887 → 37261 [ACK] Seq=19327988 Ack=155 Win=512 Len=65483 TSval=3720069238 TSecr=3720044240
6266,Apr 21, 2024 13:26:29.980113000 EDT,127.0.0.1,127.0.0.1,1887,37261,,,,,65549,TCP,1887 → 37261 [ACK] Seq=19393471 Ack=155 Win=512 Len=65483 TSval=3720069238 TSecr=3720044240
6267,Apr 21, 2024 13:26:29.980144000 EDT,127.0.0.1,127.0.0.1,1887,37261,,,,,41700,TCP,1887 → 37261 [PSH, ACK] Seq=19458954 Ack=155 Win=512 Len=41634 TSval=3720069238 TSecr=3720044240
6268,Apr 21, 2024 13:26:29.980315000 EDT,127.0.0.1,127.0.0.1,1887,34935,,,,,65549,TCP,[TCP Previous segment not captured] 1887 → 34935 [ACK] Seq=33501008 Ack=271 Win=512 Len=65483 TSval=3720069239 TSecr=3720063251
6269,Apr 21, 2024 13:26:29.980373000 EDT,127.0.0.1,127.0.0.1,1887,34935,,,,,65549,TCP,1887 → 34935 [ACK] Seq=33566491 Ack=271 Win=512 Len=65483 TSval=3720069239 TSecr=3720063251
6270,Apr 21, 2024 13:26:29.980418000 EDT,127.0.0.1,127.0.0.1,1887,34935,,,,,65549,TCP,1887 → 34935 [ACK] Seq=33631974 Ack=271 Win=512 Len=65483 TSval=3720069239 TSecr=3720063251
6271,Apr 21, 2024 13:26:29.980467000 EDT,127.0.0.1,127.0.0.1,1887,34935,,,,,65549,TCP,1887 → 34935 [ACK] Seq=33697457 Ack=271 Win=512 Len=65483 TSval=3720069239 TSecr=3720063251
6272,Apr 21, 2024 13:26:29.980515000 EDT,127.0.0.1,127.0.0.1,1887,34935,,,,,65549,TCP,1887 → 34935 [ACK] Seq=33762940 Ack=271 Win=512 Len=65483 TSval=3720069239 TSecr=3720063251
6273,Apr 21, 2024 13:26:29.980564000 EDT,127.0.0.1,127.0.0.1,1887,34935,,,,,65549,TCP,1887 → 34935 [ACK] Seq=33828423 Ack=271 Win=512 Len=65483 TSval=3720069239 TSecr=3720063251
6274,Apr 21, 2024 13:26:29.980613000 EDT,127.0.0.1,127.0.0.1,1887,34935,,,,,65549,TCP,1887 → 34935 [ACK] Seq=33893906 Ack=271 Win=512 Len=65483 TSval=3720069239 TSecr=3720063251
6275,Apr 21, 2024 13:26:29.980649000 EDT,127.0.0.1,127.0.0.1,1887,34935,,,,,41700,TCP,1887 → 34935 [PSH, ACK] Seq=33959389 Ack=271 Win=512 Len=41634 TSval=3720069239 TSecr=3720063251
6276,Apr 21, 2024 13:26:29.980817000 EDT,127.0.0.1,127.0.0.1,1887,57115,,,,,65549,TCP,1887 → 57115 [ACK] Seq=51001533 Ack=411 Win=512 Len=65483 TSval=3720069239 TSecr=3720056236
6277,Apr 21, 2024 13:26:29.980876000 EDT,127.0.0.1,127.0.0.1,1887,57115,,,,,65549,TCP,1887 → 57115 [ACK] Seq=51067016 Ack=411 Win=512 Len=65483 TSval=3720069239 TSecr=3720056236
6278,Apr 21, 2024 13:26:29.981197000 EDT,127.0.0.1,127.0.0.1,1887,36619,,,,,65549,TCP,[TCP Previous segment not captured] 1887 → 36619 [ACK] Seq=87002613 Ack=699 Win=512 Len=65483 TSval=3720069239 TSecr=3720056242
6279,Apr 21, 2024 13:26:29.981310000 EDT,127.0.0.1,127.0.0.1,1887,36619,,,,,65549,TCP,[TCP Previous segment not captured] 1887 → 36619 [ACK] Seq=87133579 Ack=699 Win=512 Len=65483 TSval=3720069240 TSecr=3720056242
6280,Apr 21, 2024 13:26:29.981578000 EDT,127.0.0.1,127.0.0.1,55009,1887,,,,,65549,TCP,[TCP Previous segment not captured] 55009 → 1887 [ACK] Seq=30632918 Ack=267 Win=512 Len=65483 TSval=3720069240 TSecr=3720069240
6281,Apr 21, 2024 13:26:29.981713000 EDT,127.0.0.1,127.0.0.1,1887,54727,,,,,65549,TCP,[TCP Previous segment not captured] 1887 → 54727 [ACK] Seq=84133489 Ack=679 Win=512 Len=65483 TSval=3720069240 TSecr=3720056240
6282,Apr 21, 2024 13:26:29.982247000 EDT,127.0.0.1,127.0.0.1,1887,36619,,,,,65549,TCP,[TCP Previous segment not captured] 1887 → 36619 [ACK] Seq=87502628 Ack=699 Win=512 Len=65483 TSval=3720069241 TSecr=3720069240
6283,Apr 21, 2024 13:26:29.982297000 EDT,127.0.0.1,127.0.0.1,1887,36619,,,,,65549,TCP,1887 → 36619 [ACK] Seq=87568111 Ack=699 Win=512 Len=65483 TSval=3720069241 TSecr=3720069240
6284,Apr 21, 2024 13:26:29.982343000 EDT,127.0.0.1,127.0.0.1,1887,36619,,,,,65549,TCP,1887 → 36619 [ACK] Seq=87633594 Ack=699 Win=512 Len=65483 TSval=3720069241 TSecr=3720069240
6285,Apr 21, 2024 13:26:29.982392000 EDT,127.0.0.1,127.0.0.1,1887,36619,,,,,65549,TCP,1887 → 36619 [ACK] Seq=87699077 Ack=699 Win=512 Len=65483 TSval=3720069241 TSecr=3720069240
6286,Apr 21, 2024 13:26:29.982533000 EDT,127.0.0.1,127.0.0.1,1887,36619,,,,,41700,TCP,[TCP Previous segment not captured] 1887 → 36619 [PSH, ACK] Seq=87961009 Ack=699 Win=512 Len=41634 TSval=3720069241 TSecr=3720069241
6287,Apr 21, 2024 13:26:29.982690000 EDT,127.0.0.1,127.0.0.1,1887,54727,,,,,65549,TCP,[TCP Previous segment not captured] 1887 → 54727 [ACK] Seq=84502538 Ack=679 Win=512 Len=65483 TSval=3720069241 TSecr=3720056240
6288,Apr 21, 2024 13:26:29.982743000 EDT,127.0.0.1,127.0.0.1,1887,54727,,,,,65549,TCP,1887 → 54727 [ACK] Seq=84568021 Ack=679 Win=512 Len=65483 TSval=3720069241 TSecr=3720056240
6289,Apr 21, 2024 13:26:29.983004000 EDT,127.0.0.1,127.0.0.1,1887,49997,,,,,65549,TCP,[TCP Previous segment not captured] 1887 → 49997 [ACK] Seq=114503438 Ack=919 Win=512 Len=65483 TSval=3720069241 TSecr=3720063251
