testbed,d8:3a:dd:90:ee:38,100,0.0,50,topic/0,topic/1,topic/2,topic/4,topic/5,topic/8,topic/3,topic/6,topic/7,topic/9
testbed,d8:3a:dd:90:ee:62,100,0.0,50,topic/0,topic/1,topic/3,topic/6,topic/7,topic/9,topic/4,topic/5,topic/8,topic/2
