2024-04-20 21:12:12,dev0013,100.0,41.8,93.0,71.0
2024-04-20 21:12:12,dev003,100.0,41.6,92.2,71.0
2024-04-20 21:12:12,dev001,100.0,41.7,93.2,72.0
2024-04-20 21:12:12,dev0018,100.0,41.5,92.0,71.0
2024-04-20 21:12:12,dev006,100.0,41.6,93.0,71.0
2024-04-20 21:12:12,dev0017,100.0,41.5,92.9,71.0
2024-04-20 21:12:12,dev0016,100.0,41.6,93.7,70.0
2024-04-20 21:12:12,dev0019,100.0,41.6,92.3,71.0
2024-04-20 21:12:12,dev0015,100.0,41.5,93.0,71.0
2024-04-20 21:12:12,dev0012,100.0,41.4,92.7,72.0
2024-04-20 21:12:12,dev004,100.0,41.5,92.3,71.0
2024-04-20 21:12:12,dev0014,100.0,41.9,94.5,72.0
2024-04-20 21:12:12,dev002,100.0,42.2,96.1,71.0
2024-04-20 21:12:12,dev008,100.0,42.2,96.0,71.0
2024-04-20 21:12:12,dev005,100.0,42.5,93.4,71.0
2024-04-20 21:12:12,dev007,100.0,43.3,94.1,69.0
2024-04-20 21:12:12,dev009,100.0,43.1,93.6,70.0
2024-04-20 21:12:12,dev0011,99.57142857142857,42.2,92.4,70.0
2024-04-20 21:12:12,dev0010,99.45,42.9,92.3,71.0
2024-04-20 21:12:12,dev000,99.4,42.9,91.3,71.0
2024-04-20 21:13:17,dev006,100.0,45.2,92.2,70.0
2024-04-20 21:13:17,dev0015,100.0,45.2,92.3,70.0
2024-04-20 21:13:17,dev0018,100.0,45.2,91.8,70.0
2024-04-20 21:13:17,dev0016,100.0,45.5,91.0,71.0
2024-04-20 21:13:17,dev003,100.0,45.3,92.0,70.0
2024-04-20 21:13:17,dev0019,100.0,46.0,91.8,72.0
2024-04-20 21:13:17,dev0013,100.0,46.3,91.7,71.0
2024-04-20 21:13:17,dev001,100.0,46.2,91.5,71.0
2024-04-20 21:13:17,dev0017,100.0,46.2,91.4,72.0
2024-04-20 21:13:17,dev004,100.0,47.3,88.3,71.0
2024-04-20 21:13:17,dev008,100.0,47.2,91.1,70.0
2024-04-20 21:13:17,dev002,100.0,46.5,92.4,72.0
2024-04-20 21:13:17,dev0011,99.14285714285714,46.5,91.1,71.0
2024-04-20 21:13:17,dev0014,100.0,46.7,91.0,72.0
2024-04-20 21:13:17,dev0012,100.0,46.8,90.0,71.0
2024-04-20 21:13:17,dev007,100.0,47.1,94.5,70.0
2024-04-20 21:13:17,dev005,100.0,47.1,91.7,70.0
2024-04-20 21:13:17,dev0010,98.9,47.0,90.6,71.0
2024-04-20 21:13:17,dev009,100.0,47.2,87.7,71.0
2024-04-20 21:13:17,dev000,98.80000000000001,46.6,92.9,71.0
2024-04-20 21:14:22,dev006,100.0,49.1,91.0,70.0
2024-04-20 21:14:22,dev0016,100.0,49.1,90.8,72.0
2024-04-20 21:14:22,dev0019,100.0,49.2,92.0,70.0
2024-04-20 21:14:22,dev0018,100.0,49.2,90.9,71.0
2024-04-20 21:14:22,dev003,100.0,49.3,92.6,71.0
2024-04-20 21:14:22,dev0015,100.0,49.4,90.7,71.0
2024-04-20 21:14:22,dev0013,100.0,49.5,91.3,70.0
2024-04-20 21:14:22,dev004,100.0,49.5,90.8,71.0
2024-04-20 21:14:22,dev0017,100.0,49.5,91.7,71.0
2024-04-20 21:14:22,dev001,100.0,49.6,90.1,70.0
2024-04-20 21:14:22,dev0011,98.71428571428571,49.6,91.4,71.0
2024-04-20 21:14:22,dev0014,100.0,49.5,91.0,71.0
2024-04-20 21:14:22,dev0012,100.0,49.5,92.2,71.0
2024-04-20 21:14:22,dev008,100.0,49.5,90.6,70.0
2024-04-20 21:14:22,dev002,100.0,49.5,89.9,71.0
2024-04-20 21:14:22,dev005,100.0,50.2,91.1,71.0
2024-04-20 21:14:22,dev007,100.0,50.1,91.8,70.0
2024-04-20 21:14:22,dev000,98.20000000000002,49.8,90.6,71.0
2024-04-20 21:14:22,dev009,100.0,49.8,91.8,71.0
2024-04-20 21:14:22,dev0010,98.35000000000001,49.9,90.4,71.0
2024-04-20 21:15:27,dev006,100.0,52.9,92.2,71.0
2024-04-20 21:15:27,dev0016,100.0,52.5,92.1,71.0
